Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per hour,Employer Provided,min_sal,max_sal,avg_sal,Ratings,Company text,Remote,City,State,Age_Company,Size_greater_1000,Seniority
Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","San Diego, CA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,105,105.0,3.7,Takeda Pharmaceuticals,0,San Diego,CA,241.0,1,Sr
Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),"Vionic Group
3.6","San Rafael, CA",51 to 200 employees,2006.0,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,31,31,31.0,3.6,Vionic Group,0,San Rafael,CA,16.0,0,na
Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,98,98.0,3.7,Takeda Pharmaceuticals,0,Boston,MA,241.0,1,Sr
Senior Data Analyst,$55K-$100K (Glassdoor est.),"Dodge Data & Analytics
2.8","Hamilton, NJ",201 to 500 employees,2014.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55,55,55.0,2.8,Dodge Data & Analytics,0,Hamilton,NJ,8.0,0,Sr
Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),"Clearwater Analytics
4.2","Boise, ID",501 to 1000 employees,2004.0,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,45,45,45.0,4.2,Clearwater Analytics,0,Boise,ID,18.0,1,na
Data Scientist,$83K-$135K (Glassdoor est.),"Tekvalley, Corp.
4.0","San Francisco, CA",1 to 50 employees,-1.0,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,83,83,83.0,4.0,"Tekvalley, Corp.",0,San Francisco,CA,-1.0,0,na
Data Scientist,$70K-$122K (Glassdoor est.),"BWX Technologies
3.5","Oak Ridge, TN",5001 to 10000 employees,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),0,0,70,70,70.0,3.5,BWX Technologies,0,Oak Ridge,TN,172.0,1,na
Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,CA-One Tech Cloud,"San Francisco, CA",51 to 200 employees,2017.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,1,200,200,200.0,-1.0,CA-One Tech Cloud,0,San Francisco,CA,5.0,0,Sr
Data Engineer,$70K-$132K (Glassdoor est.),"PennyMac
3.2","Agoura Hills, CA",1001 to 5000 employees,2008.0,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,70,70,70.0,3.2,PennyMac,0,Agoura Hills,CA,14.0,0,na
Senior Data Scientist,$73K-$124K (Glassdoor est.),"Plymouth Rock Assurance
3.3","Woodbridge, NJ",1001 to 5000 employees,1982.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,73,73,73.0,3.3,Plymouth Rock Assurance,0,Woodbridge,NJ,40.0,0,Sr
Data Engineer I - Azure,$54K-$101K (Glassdoor est.),"Vermeer
3.9","Pella, IA",1001 to 5000 employees,1948.0,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),0,0,54,54,54.0,3.9,Vermeer,0,Pella,IA,74.0,0,na
"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","Boston, MA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,117,117.0,3.7,Takeda Pharmaceuticals,0,Boston,MA,241.0,1,Sr
MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),"Beebe Healthcare
3.6","Lewes, DE",1001 to 5000 employees,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,21,21,21.0,3.6,Beebe Healthcare,0,Lewes,DE,87.0,0,na
Sr. Data Scientist II,$111K-$183K (Glassdoor est.),"Argo Group US
3.4","New York, NY",1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,111,111,111.0,3.4,Argo Group US,0,New York,NY,74.0,0,Sr
Data Scientist,$68K-$112K (Glassdoor est.),"L&T Infotech
3.5","San Ramon, CA",10000+ employees,1997.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,68,68,68.0,3.5,L&T Infotech,0,San Ramon,CA,25.0,1,na
Information Security Data Analyst,$42K-$74K (Glassdoor est.),"OceanFirst Financial
4.3","Red Bank, NJ",501 to 1000 employees,1902.0,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,0,42,42,42.0,4.3,OceanFirst Financial,0,Red Bank,NJ,120.0,1,na
Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),"Associated Electric Cooperative
4.1","Springfield, MO",501 to 1000 employees,1961.0,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,44,44.0,4.1,Associated Electric Cooperative,0,Springfield,MO,61.0,1,na
Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,81,81.0,2.6,Software Engineering Institute,0,Pittsburgh,PA,38.0,1,na
Data Scientist,$95K-$161K (Glassdoor est.),"Sotheby's
3.6","New York, NY",1001 to 5000 employees,1744.0,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),0,0,95,95,95.0,3.6,Sotheby's,0,New York,NY,278.0,0,na
Data Scientist,$75K-$124K (Glassdoor est.),"First Tech Federal Credit Union
3.5","Hillsboro, OR",1001 to 5000 employees,1952.0,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,0,75,75,75.0,3.5,First Tech Federal Credit Union,0,Hillsboro,OR,70.0,0,na
Data Scientist,$72K-$120K (Glassdoor est.),"Amrock
3.6","Detroit, MI",1001 to 5000 employees,1997.0,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,0,72,72,72.0,3.6,Amrock,0,Detroit,MI,25.0,0,na
Data Scientist,$76K-$126K (Glassdoor est.),"Vanda Pharmaceuticals
2.3","Washington, DC",201 to 500 employees,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,76,76,76.0,2.3,Vanda Pharmaceuticals,0,Washington,DC,19.0,0,na
Senior Data Scientist,$114K-$182K (Glassdoor est.),"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009.0,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,114,114,114.0,3.9,Zest AI,0,Burbank,CA,13.0,0,Sr
"Data Scientist, Senior",$108K-$176K (Glassdoor est.),"Novetta
4.0","Fort Belvoir, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,108,108,108.0,4.0,Novetta,0,Fort Belvoir,VA,10.0,1,Sr
Senior Data Scientist,$130K-$208K (Glassdoor est.),"CK-12 Foundation
4.1","Palo Alto, CA",1 to 50 employees,2007.0,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,0,0,130,130,130.0,4.1,CK-12 Foundation,0,Palo Alto,CA,15.0,0,Sr
"VP, Data Science",$83K-$166K (Glassdoor est.),"PennyMac
3.2","Phoenix, AZ",1001 to 5000 employees,2008.0,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,83,83,83.0,3.2,PennyMac,0,Phoenix,AZ,14.0,0,na
Radar Data Analyst,$42K-$76K (Glassdoor est.),"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL",51 to 200 employees,1996.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,0,42,42,42.0,4.7,DECISIVE ANALYTICS Corporation,0,Huntsville,AL,26.0,0,na
CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),"Opinion Dynamics
4.2","San Diego, CA",51 to 200 employees,1987.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,37,37,37.0,4.2,Opinion Dynamics,0,San Diego,CA,35.0,0,na
Data Engineer,$52K-$99K (Glassdoor est.),"Applied Information Sciences
4.6","Houston, TX",501 to 1000 employees,1982.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,52,52,52.0,4.6,Applied Information Sciences,0,Houston,TX,40.0,1,na
Senior Data Scientist,$105K-$173K (Glassdoor est.),"Swiss Re
3.7","Armonk, NY",10000+ employees,1863.0,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,0,105,105,105.0,3.7,Swiss Re,0,Armonk,NY,159.0,1,Sr
"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,71,71,71.0,3.7,Takeda Pharmaceuticals,0,Cambridge,MA,241.0,1,na
Staff Scientist,$39K-$82K (Glassdoor est.),"WK Dickson
4.4","Columbia, SC",201 to 500 employees,1929.0,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,0,39,39,39.0,4.4,WK Dickson,0,Columbia,SC,93.0,0,na
PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,114,114,114.0,3.7,The Hanover Insurance Group,0,Worcester,MA,170.0,1,Sr
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),"Genentech
3.9","South San Francisco, CA",10000+ employees,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,88,88,88.0,3.9,Genentech,0,South San Francisco,CA,46.0,1,na
Sr. Data Analyst,$60K-$102K (Glassdoor est.),"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,60,60,60.0,3.6,MassMutual,0,Springfield,MA,171.0,1,Sr
Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),"Tempus Labs
3.0","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,100,100.0,3.0,Tempus Labs,0,Chicago,IL,7.0,1,Sr
Program/Data Analyst,$55K-$99K (Glassdoor est.),"General Dynamics Information Technology
3.4","Washington, DC",10000+ employees,1996.0,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),0,0,55,55,55.0,3.4,General Dynamics Information Technology,0,Washington,DC,26.0,1,na
Data Engineer,$67K-$117K (Glassdoor est.),"ManTech
4.1","Herndon, VA",5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,67,67,67.0,4.1,ManTech,0,Herndon,VA,54.0,1,na
Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K (Glassdoor est.),"Novartis
3.8","Cambridge, MA",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,92,92.0,3.8,Novartis,0,Cambridge,MA,26.0,1,Sr
"Principal Data Engineer, Data Platform & Insights",$116K-$209K (Glassdoor est.),"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,116,116.0,4.0,Autodesk,0,San Francisco,CA,40.0,1,Sr
RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K (Glassdoor est.),"Southwest Research Institute
3.9","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,38,38,38.0,3.9,Southwest Research Institute,0,San Antonio,TX,75.0,0,na
Data Operations Lead,Employer Provided Salary:$85K-$90K,Muso,"San Francisco, CA",201 to 500 employees,-1.0,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,0,1,85,85,85.0,-1.0,Muso,0,San Francisco,CA,-1.0,0,Sr
Big Data Engineer,$62K-$119K (Glassdoor est.),"SpringML
4.4","Indianapolis, IN",1 to 50 employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,62,62,62.0,4.4,SpringML,0,Indianapolis,IN,7.0,0,na
Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),"Novartis
3.8","Cambridge, MA",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86,86,86.0,3.8,Novartis,0,Cambridge,MA,26.0,1,na
Data Scientist,$93K-$149K (Glassdoor est.),"Juniper Networks
3.8","Sunnyvale, CA",5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,93,93,93.0,3.8,Juniper Networks,0,Sunnyvale,CA,26.0,1,na
Senior Data Scientist,$84K-$136K (Glassdoor est.),"The Integer Group
2.2","Dallas, TX",501 to 1000 employees,1993.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),0,0,84,84,84.0,2.2,The Integer Group,0,Dallas,TX,29.0,1,Sr
PV Scientist,$60K-$123K (Glassdoor est.),"Karyopharm Therapeutics Inc.
2.9","Newton, MA",201 to 500 employees,-1.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,60,60.0,2.9,Karyopharm Therapeutics Inc.,0,Newton,MA,-1.0,0,na
Clinical Data Analyst,$52K-$89K (Glassdoor est.),"ManTech
4.1","Portsmouth, VA",5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,52,52,52.0,4.1,ManTech,0,Portsmouth,VA,54.0,1,na
Data Engineer,$48K-$93K (Glassdoor est.),"P2 Energy Solutions
3.7","Lafayette, LA",501 to 1000 employees,-1.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,48,48,48.0,3.7,P2 Energy Solutions,0,Lafayette,LA,-1.0,1,na
Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,56,56,56.0,3.8,PNNL,0,Richland,WA,57.0,0,na
Data Engineer,$65K-$119K (Glassdoor est.),"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,65,65,65.0,3.6,MassMutual,0,Springfield,MA,171.0,1,na
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 to 200 employees,2013.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,108,108.0,4.7,Recursion Pharmaceuticals,0,Salt Lake City,UT,9.0,0,Sr
Product Engineer – Data Science,$63K-$101K (Glassdoor est.),"Esri
3.5","Arlington, VA",1001 to 5000 employees,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,63,63,63.0,3.5,Esri,0,Arlington,VA,53.0,0,na
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,54,54.0,3.3,Rochester Regional Health,0,Rochester,NY,8.0,1,Sr
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,90,90.0,4.4,Rubius Therapeutics,0,Cambridge,MA,9.0,0,Sr
Data Scientist,$127K-$202K (Glassdoor est.),"Samba TV
3.3","San Francisco, CA",201 to 500 employees,2008.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,127,127,127.0,3.3,Samba TV,0,San Francisco,CA,14.0,0,na
Market Data Analyst,$31K-$57K (Glassdoor est.),"SV Microwave
3.4","West Palm Beach, FL",201 to 500 employees,1991.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,31,31,31.0,3.4,SV Microwave,0,West Palm Beach,FL,31.0,0,na
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),"ClearEdge
4.0","Annapolis Junction, MD",51 to 200 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,60,60.0,4.0,ClearEdge,0,Annapolis Junction,MD,20.0,0,na
Data Engineer,$75K-$143K (Glassdoor est.),"SpringML
4.4","Herndon, VA",1 to 50 employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,75,75,75.0,4.4,SpringML,0,Herndon,VA,7.0,0,na
Staff Data Engineer,$105K-$194K (Glassdoor est.),"Sumo Logic
3.8","Austin, TX",501 to 1000 employees,2010.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,105,105,105.0,3.8,Sumo Logic,0,Austin,TX,12.0,1,na
Associate Data Engineer,$45K-$86K (Glassdoor est.),"EAB
3.5","Washington, DC",1001 to 5000 employees,2007.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,45,45,45.0,3.5,EAB,0,Washington,DC,15.0,0,na
Senior Data Scientist,$95K-$154K (Glassdoor est.),"Brighthouse Financial
3.5","Charlotte, NC",1001 to 5000 employees,2017.0,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,95,95,95.0,3.5,Brighthouse Financial,0,Charlotte,NC,5.0,0,Sr
Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),"Affinity Solutions
2.9","San Jose, CA",51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,80,80,80.0,2.9,Affinity Solutions,0,San Jose,CA,24.0,0,na
Marketing Data Analyst,$36K-$62K (Glassdoor est.),"Citadel Federal Credit Union
3.9","Exton, PA",501 to 1000 employees,1937.0,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,0,36,36,36.0,3.9,Citadel Federal Credit Union,0,Exton,PA,85.0,1,na
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,54,54.0,3.3,Rochester Regional Health,0,Rochester,NY,8.0,1,Sr
Data Analyst,$50K-$92K (Glassdoor est.),"CALIBRE Systems
3.7","Alexandria, VA",501 to 1000 employees,1989.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,50,50,50.0,3.7,CALIBRE Systems,0,Alexandria,VA,33.0,1,na
"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,67,67,67.0,3.6,MassMutual,0,Boston,MA,171.0,1,na
Data Scientist,$82K-$132K (Glassdoor est.),"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,82,82,82.0,3.5,Esri,0,Redlands,CA,53.0,0,na
Data Scientist,$85K-$140K (Glassdoor est.),"New England Biolabs
4.7","Ipswich, MA",201 to 500 employees,1974.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,85,85,85.0,4.7,New England Biolabs,0,Ipswich,MA,48.0,0,na
Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,138,138,138.0,3.9,Tapjoy,0,San Francisco,CA,15.0,0,na
Information Security Data Analyst,$42K-$80K (Glassdoor est.),"Motorola Solutions
3.7","Chicago, IL",10000+ employees,1928.0,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,42,42,42.0,3.7,Motorola Solutions,0,Chicago,IL,94.0,1,na
Lead Data Engineer,$190K-$220K(Employer est.),"Credit Sesame
4.1","Mountain View, CA",51 to 200 employees,2010.0,Company - Private,Internet,Information Technology,$50 to $100 million (USD),0,0,190,190,190.0,4.1,Credit Sesame,0,Mountain View,CA,12.0,0,Sr
Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,68,68.0,3.1,Reynolds American,0,Owensboro,KY,147.0,1,na
Data Analytics Project Manager,$34K-$92K (Glassdoor est.),"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,34,34,34.0,3.6,MassMutual,0,Springfield,MA,171.0,1,na
